,Kode,Uraian,Nilai_Jumlah,Nilai_Rupiah,Mutasi_Masuk,Mutasi_Keluar,Mutasi_Jumlah,Jumlah,Rupiah,Tahun,Prioritas,KMeans_Cluster
2171,121,Obeng (Plus) Besar,0,0,1.0,0,1,1,60000,2024,1,0
2172,126,"Auto Wax, Mirror Glaze Max Mold Realeese 8",4,0,7.0,4,3,7,272727,2024,1,0
2173,130,Cobal 75 cc,0,0,10.0,0,10,10,4481070,2024,0,0
2174,132,Katalis 1botol 60cc,0,0,10.0,0,10,10,166500,2024,0,0
2175,134,Dempul Plastik,7,0,20.0,7,13,20,940000,2024,0,0
2176,135,Armaflex (superlon) Pipe Insulation Ukuran 5 8,0,0,20.0,0,20,20,563880,2024,0,0
2177,170,"Besi Kotak 40x40x1,2x6000 mm",17,0,7.0,17,-10,7,1148000,2024,1,0
2178,171,"Busur Protactor 180 derajat, Prohex",0,0,2.0,0,2,2,50000,2024,1,0
2179,172,Mata Bor 1mm Nachi,2,0,1.0,2,-1,1,19000,2024,1,0
2180,180,Penggaris Siku 40cm x 40cm,0,0,7.0,0,7,7,297591,2024,0,0
2181,195,Slang Spray 10 Meter dia. 14mm,0,0,3.0,0,3,3,447000,2024,1,0
2182,203,Mata Bor 3mm Nachi,0,0,20.0,0,20,20,267800,2024,0,0
2183,264,"Cutting disk besi 4  x 1,2",220,0,139.0,220,-81,139,447441,2024,1,2
2184,265,Einhill sketmat 12  - 0.022mm,0,0,2.0,0,2,2,378000,2024,1,0
2185,272,"Pipa Tembaga Batangan 3 8 inchi tebal 0.76mm, Pj. 5.8m",0,0,3.0,0,3,3,1054080,2024,1,0
2186,273,"Pentil AC 8mm,1 4 inchi",0,0,25.0,0,25,25,137250,2024,0,0
2187,274,Elbow Tembaga 1 4 inchi,35,0,30.0,35,-5,30,178500,2024,1,0
2188,275,Tee Tembaga 1/4 inchi,39,0,30.0,39,-9,30,210000,2024,1,0
2189,276,Elbow Tembaga 3 8,24,0,30.0,24,6,30,165000,2024,0,0
2190,277,Tee Tembaga 3/8 inchi,79,0,30.0,79,-49,30,240000,2024,1,0
2191,280,Mata Cutter pipa AC Mata cutter WK-319B (pipa Ac),0,0,4.0,0,4,4,131760,2024,1,0
2192,281,Kapi Kayu,0,0,18.0,0,18,18,126000,2024,0,0
2193,283,Elektroda RB(460)- 2mm @2.5kg,2,0,4.0,2,2,4,336000,2024,1,0
2194,284,Masker Corong NP 306,0,0,5.0,0,5,5,195000,2024,1,0
2195,286,"Sarung Tangan Safety Cairan Kimia Material Polyester, size L",5,0,2.0,5,-3,2,180000,2024,1,0
2196,296,Busi motor bakar 2 tak STZ13174 busi vespa motor 2 tak satria 2T ninja R RR RXZ RZR RGR NSR,0,0,5.0,0,5,5,125000,2024,1,0
2197,297,Busi motor bakar 4 tak Busi Motor NGK CPR6EA-9 Yamaha Jupiter MX Vixion Honda Supra X 125,0,0,8.0,0,8,8,112000,2024,0,0
2198,310,Masker,10,0,16.0,10,6,16,149280,2024,0,0
2199,320,Sarung Tangan Kulit welding panjang,39,0,5.0,39,-34,5,134500,2024,1,0
2200,328,Gunting Plat Seng,5,0,1.0,0,1,6,320422,2024,0,0
2201,332,Baut + Mur M3 x 40 mm,99,0,100.0,99,1,100,54000,2024,1,0
2202,334,"Oli Pelumas Mesran, SAE 20 - 50 / 4ltr",4,0,3.0,4,-1,3,629130,2024,1,0
2203,336,Resin 108,4,0,9.0,4,5,9,2717550,2024,1,0
2204,339,"Oli Pelumas WD-40, Kaleng 412ml",28,0,21.0,27,-6,22,1911270,2024,1,0
2205,349,Penggaris segitiga pegangan centro 32cm rotring,0,0,1.0,0,1,1,264000,2024,1,0
2206,350,Tabung Oli Pelumas S-300,0,0,1.0,0,1,1,49000,2024,1,0
2207,351,Kalorimeter,0,0,1.0,0,1,1,149073,2024,1,0
2208,352,Lem Acrilyc Polyacryl,0,0,7.0,0,7,7,699300,2024,0,0
2209,353,Sarung Tangan kain (set),0,0,275.0,0,275,275,671550,2024,0,0
2210,354,Freon Kaleng R134a Klea 390 gr,0,0,8.0,0,8,8,307440,2024,0,0
2211,355,Holesaw Besi Mata Bor Bulat Pelubang Besi Pembolong Besi,0,0,2.0,0,2,2,65880,2024,1,0
2212,356,Pahat Bubut besi 9pcs 8x8mm,0,0,1.0,0,1,1,16470,2024,1,0
2213,3,Pensil FC,0,0,1.0,0,1,1,147230,2024,1,0
2214,170,Pensil 2B,377,0,0.0,303,-303,74,98568,2024,1,0
2215,1,"Bolpoint BPTP G1 0,7 Gel Biru",37,0,336.0,183,153,190,1919000,2024,0,2
2216,2,Spidol Permanent Hijau,108,0,0.0,9,-9,99,473715,2024,0,0
2217,15,Bolpoint Boxy,10,0,144.0,114,30,40,316800,2024,1,0
2218,17,Bolpoint BPTP G1 0.7 Gel Hitam,49,0,336.0,193,143,192,1939200,2024,1,2
2219,18,Bolpoint Jeller   Faster CX 606 Biru,67,0,564.0,331,233,300,750000,2024,1,2
2220,19,Bolpoint Jeller   Faster CX 606 Hitam,33,0,684.0,417,267,300,750000,2024,1,2
2221,20,Bolpoint Jeller   Faster CX 606 Merah,13,0,100.0,88,12,25,63750,2024,1,0
2222,174,Spidol Permanent Biru,78,0,24.0,21,3,81,409602,2024,0,0
2223,176,Spidol Permanent Merah,107,0,0.0,11,-11,96,459360,2024,0,0
2224,178,Spidol Transparant OHP M,49,0,0.0,21,-21,28,221760,2024,0,0
2225,179,Spidol White Board Biru,49,0,420.0,352,68,117,831168,2024,1,2
2226,181,Spidol White Board Hitam,42,0,840.0,590,250,292,2073200,2024,1,1
2227,182,Spidol White Board Merah,95,0,300.0,236,64,159,1129536,2024,1,2
2228,183,Stabilo Boss,197,0,0.0,66,-66,131,912153,2024,0,0
2229,588,Tinta Stempel Hitam,38,0,0.0,3,-3,35,1155000,2024,0,0
2230,591,Tinta Stempel Ungu,19,0,0.0,12,-12,7,161700,2024,1,0
2231,56,Clip Paper Jumbo No. 5,195,0,0.0,52,-52,143,448305,2024,0,0
2232,58,Clip Yus Binder No. 111,50,0,24.0,41,-17,33,130800,2024,1,0
2233,59,Clip Yus Binder No. 155,169,0,24.0,29,-5,164,974200,2024,0,0
2234,60,Clip Yus Binder No. 200,9,0,0.0,3,-3,6,62700,2024,1,0
2235,61,Clip Yus Binder No. 260,98,0,0.0,9,-9,89,1458710,2024,0,0
2236,1,Cleaner liquid SPOTCHECK SKC-S,1,0,2.0,1,1,2,128000,2024,1,0
2237,133,Tipp - Ex   Corection Pen,11,0,60.0,55,5,16,62400,2024,1,0
2238,147,Penghapus Papan Tulis Kapur,211,0,0.0,52,-52,159,349800,2024,0,0
2239,148,Penghapus Papan Tulis Spidol,4,0,24.0,26,-2,2,6400,2024,1,0
2240,191,Setip Pensil,268,0,0.0,152,-152,116,191400,2024,1,0
2241,23,Buku Agenda,60,0,0.0,4,-4,56,542080,2024,0,0
2242,27,Buku Kwitansi Besar,0,0,24.0,1,23,23,100050,2024,0,0
2243,28,Buku Kwitansi Kecil,0,0,24.0,10,14,14,25900,2024,1,0
2244,34,Buku Tulis Folio,15,0,24.0,25,-1,14,203000,2024,1,0
2245,35,Buku Tulis Kwarto,25,0,24.0,37,-13,12,94200,2024,1,0
2246,36,Buku Ekspedisi Panjang,36,0,24.0,13,11,47,614965,2024,0,0
2247,37,Buku Tamu,24,0,0.0,3,-3,21,279510,2024,0,0
2248,2,Plastik File / PP Pocket A4,45,0,124.0,69,55,100,540000,2024,0,0
2249,3,Plastik File / PP Pocket F4,36,0,174.0,110,64,100,540000,2024,1,0
2250,55,Map Ijazah,1105,0,0.0,945,-945,160,3840000,2024,1,2
2251,132,Map Transparant,185,0,1440.0,428,1012,1197,3361176,2024,0,1
2252,133,Map Transparant Kantong ( Clear Bag AC-06 ),346,0,0.0,334,-334,12,42624,2024,1,0
2253,138,Ordner Binder Bantex Folio 1465,49,0,750.0,561,189,238,7235200,2024,1,2
2254,141,Ordner Folio Teka,115,0,0.0,0,0,115,2087250,2024,0,0
2255,215,Box File 1M - 1806 J,49,0,0.0,28,-28,21,738927,2024,1,0
2256,271,Stop Map,345,0,0.0,236,-236,109,157287,2024,1,0
2257,273,Map Transparan  Model L  Daiichi,98,0,1980.0,1225,755,853,1108900,2024,1,1
2258,274,Clear Holder CD 40 Uk Folio,83,0,0.0,40,-40,43,943611,2024,1,0
2259,142,Penggaris Mika 20 Cm,39,0,0.0,15,-15,24,79200,2024,0,0
2260,143,Penggaris Mika 30 Cm,101,0,0.0,18,-18,83,202686,2024,0,0
2261,144,Penggaris Mika 50 Cm,61,0,0.0,0,0,61,268400,2024,0,0
2262,145,Penggaris Mika 60 Cm,121,0,0.0,5,-5,116,638000,2024,0,0
2263,146,Penggaris Plat 30 Cm,94,0,0.0,19,-19,75,191475,2024,0,0
2264,147,Penggaris Plat 60 Cm,98,0,0.0,1,-1,97,732156,2024,0,0
2265,63,Cutter Kecil ( A-300 ),3,0,60.0,51,9,12,55200,2024,1,0
2266,65,Dispenser Tape Cutter Kecil,40,0,0.0,3,-3,37,691900,2024,0,0
2267,72,Isi Cutter Besar,0,0,36.0,33,3,3,12000,2024,1,0
2268,73,Isi Cutter Kecil,0,0,36.0,26,10,10,19000,2024,1,0
2269,150,Perverator No. 40,22,0,0.0,9,-9,13,403260,2024,1,0
2270,151,Perverator No. 85,14,0,0.0,6,-6,8,343200,2024,1,0
2271,172,Ongotan Pensil,18,0,0.0,13,-13,5,415140,2024,1,0
2272,173,Dispenser Tape Cutter Besar,0,0,48.0,29,19,19,342000,2024,1,0
2273,114,Lagban OPP Coklat,15,0,50.0,58,-8,7,92736,2024,1,0
2274,116,Lagban Double Tape 1 Cm,38,0,86.0,119,-33,5,12000,2024,1,0
2275,117,Lagban Double Tape 2 Cm,15,0,86.0,86,0,15,72000,2024,1,0
2276,118,"Lagban Linier 1,5 inci",12,0,86.0,48,38,50,495000,2024,1,0
2277,119,Lagban Linier 2 inci,17,0,136.0,103,33,50,655000,2024,1,0
2278,121,Lem Castol,77,0,0.0,27,-27,50,313550,2024,0,0
2279,123,Lem Kertas Cair,12,0,60.0,41,19,31,59586,2024,1,0
2280,192,Cellotape Besar 1 2,2,0,72.0,68,4,6,14400,2024,1,0
2281,195,Lem Stick UHU Besar,1,0,24.0,21,3,4,122120,2024,1,0
2282,200,Post it kecil warna warni,24,0,84.0,98,-14,10,55000,2024,1,0
2283,212,Lem Stick UHU Kecil,3,0,48.0,50,-2,1,10500,2024,1,0
2284,219,Scotch Magic Tape,24,0,0.0,1,-1,23,948750,2024,0,0
2285,76,Isi Staples 12L   13,70,0,0.0,2,-2,68,1091400,2024,0,0
2286,77,Isi Staples 12L   15,121,0,0.0,2,-2,119,2100945,2024,0,0
2287,78,Isi Staples 12L   17,108,0,0.0,2,-2,106,1984850,2024,0,0
2288,79,Isi Staples Besar HD3 - 1M,75,0,0.0,53,-53,22,43956,2024,1,0
2289,80,Isi Staples Kecil HD10 - 1M,2614,0,0.0,306,-306,2308,4546760,2024,0,0
2290,184,Remover Max RZ - A,68,0,0.0,3,-3,65,1776775,2024,0,0
2291,185,Stapler Besar HD  - 50,21,0,0.0,7,-7,14,924000,2024,0,0
2292,186,Stapler Kecil HD - 10,3,0,48.0,48,0,3,20100,2024,1,0
2293,2,Tempat CD Tabung,52,0,0.0,6,-6,46,872850,2024,0,0
2294,4,Kertas Stiker HVS A4,10,0,0.0,8,-8,2,41070,2024,1,0
2295,11,Bantalan Stempel Besar,8,0,0.0,1,-1,7,379225,2024,0,0
2296,13,Bantalan Stempel Sedang,22,0,0.0,8,-8,14,477400,2024,0,0
2297,81,Kalkulator 12 Digit,4,0,24.0,17,7,11,1705737,2024,1,0
2298,188,Sticker CD -R Blank,54,0,0.0,0,0,54,831600,2024,0,0
2299,189,Sticker Label Harga,49,0,0.0,32,-32,17,112200,2024,1,0
2300,191,Tempat CD - R Blank,183,0,0.0,2,-2,181,438020,2024,0,0
2301,192,Tempat Pensil,18,0,24.0,21,3,21,550200,2024,1,0
2302,193,Sticker Label Nama,0,0,75.0,52,23,23,128800,2024,1,0
2303,201,Letter Tray (rak dokumen susun),9,0,24.0,14,10,19,1634000,2024,1,0
2304,228,Paku Jarum Pentol Papan Tulis,44,0,0.0,5,-5,39,150150,2024,0,0
2305,1,Kertas SK PENS,13,0,0.0,7,-7,6,778800,2024,1,0
2306,2,Kertas HVS F4 Warna Biru,7,0,0.0,6,-6,1,57750,2024,1,0
2307,3,Kertas HVS F4 Warna Kuning,11,0,0.0,2,-2,9,519750,2024,0,0
2308,4,Kertas HVS F4 Warna Merah,7,0,0.0,0,0,7,404250,2024,0,0
2309,6,Kertas SK PENS F4,7,0,0.0,0,0,7,985600,2024,0,0
2310,93,Kertas A3 70 Gr. ( D.F. Polos ),87,0,0.0,8,-8,79,6647850,2024,0,0
2311,95,Kertas A4 70 Gr.,0,0,1050.0,650,400,400,16800000,2024,1,1
2312,101,Kertas HVS F4 70 Gr. ( Folio ),14,0,225.0,136,89,103,4951800,2024,1,2
2313,103,Kertas HVS Warna Hijau,16,0,0.0,1,-1,15,858000,2024,0,0
2314,105,Kertas HVS Warna Merah,64,0,0.0,12,-12,52,2974400,2024,0,0
2315,106,Kertas HVS Warna Merah Muda,61,0,0.0,10,-10,51,1956360,2024,0,0
2316,4,Lyra Sketch Book A3 (isi 30),1,0,3.0,1,2,3,147000,2024,1,0
2317,289,"Blangko Ijasah, Ukuran 297 x 210 mm, Landscape Kertas 230 gram m2, warna broken white",2876,0,0.0,344,-344,2532,75309900,2024,0,0
2318,290,"Blangko Transkrip Nilai, Ukuran 297 x 210 mm, Landscape Kertas 125 gram m2, warna broken white",2714,0,0.0,337,-337,2377,60483100,2024,0,0
2319,86,Kaver Bufalo Kuning,3,0,5.0,5,0,3,89100,2024,1,0
2320,87,Kaver Bufalo Merah,7,0,5.0,5,0,7,208680,2024,1,0
2321,89,Kaver Bufalo Orange,4,0,5.0,6,-1,3,89244,2024,1,0
2322,90,Kaver Bufalo Ungu,2,0,5.0,4,1,3,89100,2024,1,0
2323,91,Kaver Mika,19,0,0.0,0,0,19,776112,2024,0,0
2324,120,Laminating Folio,38,0,0.0,0,0,38,3979360,2024,0,0
2325,1,Amplop Kabinet Kecil Merpati Uk.70x110 mm,23,0,0.0,10,-10,13,102960,2024,1,0
2326,2,Amplop Kabinet Panjang 90 (Merpati) bukaan atas uk.110x230mm,127,0,100.0,93,7,134,3050870,2024,0,0
2327,3,Amplop Kabinet Pendek 110  PPS + security Cuts uk.114x162mm,257,0,0.0,12,-12,245,3234000,2024,0,0
2328,4,Amplop Kabinet Standart + Security Cuts 104 uk.95x152mm,136,0,0.0,26,-26,110,1573000,2024,0,0
2329,5,Amplop Kasing Airmail 312,294,0,0.0,5,-5,289,101150,2024,0,0
2330,7,Amplop Kasing Folio ( D ) uk.24x36 cm,41,0,0.0,4,-4,37,1628000,2024,0,0
2331,9,Amplop Kasing Kecil ( B ) uk.12x28 cm,20,0,0.0,2,-2,18,792000,2024,0,0
2332,10,Amplop Kasing Kwarto ( C ) uk.18x28 cm,1825,0,0.0,25,-25,1800,952200,2024,0,0
2333,11,Amplop Kabinet Panjang + Security Cuts NO.90 PPS 110x230mm,0,0,90.0,67,23,23,381800,2024,1,0
2334,18,Amplop Kasing Ukuran Ekstra Folio,124,0,0.0,5,-5,119,4908750,2024,0,0
2335,20,Amplop Kop PENS F4,91,0,0.0,6,-6,85,13152500,2024,0,0
2336,21,Amplop Kop PENS A4,84,0,5.0,14,-9,75,11476000,2024,0,0
2337,22,Amplop Kop PENS Kwarto uk 180x208 mm,14,0,0.0,2,-2,12,1221000,2024,0,0
2338,23,Amplop Kop PENS Extra Folio,64,0,0.0,2,-2,62,9725100,2024,0,0
2339,24,Amplop KOP PENS 1 2 Folio,25,0,0.0,0,0,25,3245000,2024,0,0
2340,1,Kertas Kop A4 PENS 80gsm,38,0,25.0,35,-10,28,4595400,2024,1,0
2341,2,Kertas Kop F4 PENS 80gsm,48,0,0.0,12,-12,36,5594400,2024,0,0
2342,99,Kertas Fax 210 X 30,78,0,0.0,0,0,78,1455636,2024,0,0
2343,114,Kertas Warna Conqueror,70,0,100.0,70,30,100,250000,2024,0,0
2344,213,Master Riso S-4247,13,0,0.0,4,-4,9,10890000,2024,1,0
2345,228,Tinta Spidol Permanent Biru,18,0,0.0,2,-2,16,96000,2024,0,0
2346,235,Master Riso S-2632,10,0,0.0,4,-4,6,6600000,2024,1,0
2347,237,Tinta Riso S-4251,8,0,0.0,4,-4,4,2200000,2024,1,0
2348,1,Laser Toner 279A,0,0,5.0,0,5,5,2498000,2024,1,0
2349,2,Tinta INKTEC BROTHER  Black,1,0,0.0,0,0,1,247500,2024,1,0
2350,3,Tinta INKTEC BROTHER Cyan,1,0,0.0,0,0,1,247500,2024,1,0
2351,4,Tinta INKTEC BROTHER Magenta,1,0,0.0,0,0,1,247500,2024,1,0
2352,5,Tinta INKTEC BROTHER Yellow,1,0,0.0,0,0,1,247500,2024,1,0
2353,6,Toner Laserjet HP CF 400A,8,0,0.0,3,-3,5,5087500,2024,1,0
2354,7,Toner Laserjet HP CF 401A,8,0,0.0,3,-3,5,5087500,2024,1,0
2355,8,Toner Laserjet HP CE/F 402A,8,0,0.0,3,-3,5,5087500,2024,1,0
2356,9,Toner Laserjet HP CF 403A,8,0,0.0,3,-3,5,5087500,2024,1,0
2357,10,Toner Laserjet HP W2120A Black,3,0,0.0,1,-1,2,6549000,2024,1,0
2358,11,Toner Laserjet HP W2121A Cyan,5,0,0.0,1,-1,4,16072800,2024,1,0
2359,12,Toner Laserjet HP W2122A Kuning,5,0,0.0,2,-2,3,12054600,2024,1,0
2360,13,Toner Laserjet HP W2123A Magenta,5,0,0.0,3,-3,2,8036400,2024,1,0
2361,14,Toner Laserjet HP W2040A Black,4,0,0.0,3,-3,1,1498500,2024,1,0
2362,15,Toner Laserjet HP W2041A Cyan,5,0,0.0,2,-2,3,5727600,2024,1,0
2363,16,Toner Laserjet HP W2042A Yellow,4,0,0.0,1,-1,3,5727600,2024,1,0
2364,17,Toner Laserjet HP W2043A Magenta,5,0,0.0,2,-2,3,5727600,2024,1,0
2365,18,Toner Fotocopy NPG 68 Black,2,0,0.0,0,0,2,3996000,2024,1,0
2366,22,Toner 107A Black (W1107A),0,0,30.0,15,15,15,5595000,2024,1,0
2367,23,Tinta 003 Black,0,0,50.0,10,40,40,2360000,2024,0,0
2368,24,Toner 416A Black (W2040A),0,0,7.0,0,7,7,5843494,2024,0,0
2369,25,Toner 416A Yellow (W2042A),0,0,1.0,0,1,1,834498,2024,1,0
2370,26,Tinta 003 Cyan,0,0,50.0,3,47,47,2773000,2024,0,0
2371,27,Tinta 003 Magenta,0,0,50.0,3,47,47,2773000,2024,0,0
2372,28,Tinta 003 Yellow,0,0,50.0,3,47,47,2773000,2024,0,0
2373,33,Tinta 664 Black,0,0,100.0,30,70,70,4130000,2024,0,0
2374,34,Tinta 664 Cyan,0,0,80.0,28,52,52,3068104,2024,0,0
2375,51,Tinta 664 Magenta,0,0,80.0,27,53,53,3127156,2024,0,0
2376,52,Tinta 664 Yellow,0,0,80.0,24,56,56,3304312,2024,0,0
2377,53,Toner 80A Black (CF280A),0,0,5.0,3,2,2,1491840,2024,1,0
2378,54,Toner 12A Black (Q2612A),0,0,15.0,6,9,9,6433200,2024,1,0
2379,55,Toner W2120A (212A Black),0,0,4.0,0,4,4,8320000,2024,1,0
2380,73,Cartridge Canon PGI-820 Black,5,0,0.0,0,0,5,797500,2024,1,0
2381,74,Cartridge Canon PGI-821 Black,5,0,0.0,0,0,5,742500,2024,1,0
2382,78,Cartridge Canon CLI-821 Black,2,0,0.0,0,0,2,308000,2024,1,0
2383,200,Cartridge Epson TO 851N Black,3,0,0.0,0,0,3,372960,2024,1,0
2384,201,Cartridge Epson To 852N  Cyan,2,0,0.0,0,0,2,242424,2024,1,0
2385,202,Cartridge Epson TO 853N  Magenta,2,0,0.0,0,0,2,242424,2024,1,0
2386,203,cartridge Epson TO 854N Yellow,2,0,0.0,0,0,2,242424,2024,1,0
2387,204,Cartridge Epson TO 855N Light Cyan,3,0,0.0,0,0,3,366744,2024,1,0
2388,205,Cartridge Epson TO 856N Light Magenta,2,0,0.0,0,0,2,242424,2024,1,0
2389,321,Toner Laserjet HP Q7553A,9,0,0.0,0,0,9,8167500,2024,0,0
2390,325,Toner 85A (CE 285A),0,0,50.0,30,20,20,10566000,2024,1,0
2391,330,Toner Cartridge panasonic KX-FA 83,8,0,0.0,0,0,8,880000,2024,0,0
2392,385,Toner Fotocopy Canon NPG - 25,14,0,0.0,4,-4,10,12280950,2024,0,0
2393,387,Toner Fotocopy Canon NPG - 32,23,0,0.0,4,-4,19,16223625,2024,0,0
2394,409,Tinta Photo Ink Epson Yellow,1,0,0.0,0,0,1,73260,2024,1,0
2395,411,Tinta Photo Ink Epson Cyan,2,0,0.0,0,0,2,146520,2024,1,0
2396,412,Tinta Photo Ink Epson Light Magenta,5,0,0.0,1,-1,4,293040,2024,1,0
2397,413,Tinta Photo Ink Epson Light Cyan,9,0,0.0,2,-2,7,512820,2024,1,0
2398,417,Toner Cartridge HP Laserjet CB 436A ( Black),19,0,0.0,2,-2,17,12155000,2024,0,0
2399,418,Tinta Refill Platinum Cyan 100ml,2,0,0.0,0,0,2,91300,2024,1,0
2400,419,Tinta Refill Platinum Light Cyan 100ml,8,0,0.0,0,0,8,365200,2024,0,0
2401,420,Tinta Refill Platinum Magenta 100ml,2,0,0.0,0,0,2,91300,2024,1,0
2402,421,Tinta Refill Platinum Black 100ml,9,0,0.0,0,0,9,346500,2024,0,0
2403,422,Tinta Refill Platinum Light Magenta 100ml,5,0,0.0,3,-3,2,91300,2024,1,0
2404,428,Toner Laserjet HP CE 278A,9,0,0.0,3,-3,6,4995000,2024,1,0
2405,444,Toner Laserjet HP CC 530A Black,1,0,0.0,0,0,1,1089000,2024,1,0
2406,445,Toner Laserjet HP CC 531A Blue,1,0,0.0,0,0,1,1089000,2024,1,0
2407,446,Toner Laserjet HP CC 532A Yellow,1,0,0.0,0,0,1,1089000,2024,1,0
2408,447,Toner Laserjet HP CC 533A Red,1,0,0.0,0,0,1,1089000,2024,1,0
2409,452,Cartridge Canon Pixma PG 810 (Hitam),5,0,5.0,6,-1,4,1030000,2024,1,0
2410,453,Cartridge Canon Pixma CL 811 (Colour),6,0,5.0,7,-2,4,1278400,2024,1,0
2411,477,Tinta Epson T 6732 Cyan,10,0,0.0,1,-1,9,1336500,2024,0,0
2412,478,Tinta Epson T 6733 Magenta,10,0,0.0,5,-5,5,742500,2024,1,0
2413,479,Tinta Epson T 6734 Yellow,12,0,0.0,3,-3,9,1336500,2024,0,0
2414,480,Tinta Epson T 6735 Light Cyan,13,0,0.0,1,-1,12,1782000,2024,0,0
2415,481,Tinta Epson T 6736 Light Magenta,14,0,0.0,0,0,14,2079000,2024,0,0
2416,485,Cartridge HP 704 Black CN 692AA,2,0,0.0,0,0,2,270600,2024,1,0
2417,489,Toner Laserjet  HP CE 410A (Black),13,0,0.0,0,0,13,11797500,2024,0,0
2418,490,Toner Laserjet HP CE 411A (Cyan),4,0,0.0,0,0,4,3630000,2024,1,0
2419,491,Toner Laserjet HP CE 412A ( Yellow),4,0,0.0,1,-1,3,2145000,2024,1,0
2420,492,Toner Laserjet HP CE 413A (Magenta),8,0,0.0,1,-1,7,6352500,2024,0,0
2421,494,K-Sun Labeling Tape Cartrigde Black ink Green tape 24mm  224 BG,1,0,0.0,0,0,1,687500,2024,1,0
2422,495,K-Sun Labeling Tape Cartridge  Blank Ink Red  tape  24mm 224 BR,1,0,0.0,0,0,1,687500,2024,1,0
2423,498,K-Sun Shrink Tube Cartridge AWG 12-18 Black White 205 STBW,1,0,0.0,0,0,1,797500,2024,1,0
2424,499,K-Sun Shrink Tube Cartridge AWG 10-16 Black White 208 STBW,1,0,0.0,0,0,1,797500,2024,1,0
2425,500,Toner Panasonic KX-FAT 410E,6,0,0.0,0,0,6,6270000,2024,0,0
2426,508,Cartridge HP 46 Black,2,0,0.0,0,0,2,235400,2024,1,0
2427,509,Cartridge HP 46 Three Colour,3,0,0.0,0,0,3,353100,2024,1,0
2428,520,Cartridge HP 920XL Magenta,7,0,0.0,0,0,7,1031800,2024,0,0
2429,521,Cartridge HP 920XL Yellow,7,0,0.0,5,-5,2,294800,2024,1,0
2430,522,Cartridge HP 802 Hitam,3,0,0.0,0,0,3,363000,2024,1,0
2431,555,Toner Foto Copy Cannon NPG 28,6,0,0.0,3,-3,3,1437480,2024,1,0
2432,565,Toner Laserjet CF 350A Black,4,0,0.0,1,-1,3,2830500,2024,1,0
2433,566,Toner Laserjet CF 351A Cyan,1,0,0.0,0,0,1,660000,2024,1,0
2434,568,Toner Laserjet CF 353A Magenta,1,0,0.0,0,0,1,660000,2024,1,0
2435,573,Toner Laserjet 35A (CB435A),0,0,15.0,10,5,5,2874500,2024,1,0
2436,576,Toner Laserjet 305A (CE 410A) Black,0,0,3.0,0,3,3,2331000,2024,1,0
2437,577,Toner Laserjet 305A (CE 411A) Cyan,0,0,6.0,2,4,4,4226880,2024,1,0
2438,578,Toner Laserjet 305A (CE 412A) Yellow,0,0,4.0,2,2,2,2113440,2024,1,0
2439,599,Cartridge Epson 143 Black,1,0,25.0,9,16,17,3410816,2024,0,0
2440,600,Cartridge Epson 141 Magenta,4,0,0.0,1,-1,3,363000,2024,1,0
2441,601,Cartridge Epson 141 Cyan,3,0,0.0,0,0,3,363000,2024,1,0
2442,602,Cartridge Epson 141 Yellow,4,0,0.0,1,-1,3,363000,2024,1,0
2443,608,Tinta Epson T 7921 Black,4,0,0.0,0,0,4,3740000,2024,1,0
2444,609,Tinta Epson T 7922 Cyan,6,0,0.0,0,0,6,5610000,2024,0,0
2445,610,Tinta Epson T 7923 Magenta,6,0,0.0,0,0,6,5610000,2024,0,0
2446,611,Tinta Epson T 7924 (Yellow),6,0,0.0,0,0,6,5610000,2024,0,0
2447,614,Cartridge Canon PGI 35,2,0,0.0,0,0,2,352000,2024,1,0
2448,615,Cartridge Epson 143 Magenta,0,0,15.0,3,12,12,1864800,2024,0,0
2449,616,Cartridge Epson 143 Cyan,3,0,15.0,7,8,11,1709400,2024,1,0
2450,617,Cartridge Epson 143 Yellow,0,0,15.0,4,11,11,1709400,2024,0,0
2451,618,Tinta Refill Canon BCI 24 Black,3,0,0.0,0,0,3,396000,2024,1,0
2452,619,Tinta Refill Canon BCI 24 Colour,3,0,0.0,0,0,3,412500,2024,1,0
2453,620,Canon PG 35,3,0,0.0,0,0,3,544500,2024,1,0
2454,621,Canon PG 36,3,0,0.0,0,0,3,627000,2024,1,0
2455,627,Tinta Epson 003 Black,40,0,0.0,36,-36,4,366300,2024,1,0
2456,628,Tinta Epson 003 Cyan,58,0,0.0,28,-28,30,2747250,2024,1,0
2457,629,Tinta Epson 003 Magenta,57,0,0.0,30,-30,27,2472525,2024,1,0
2458,630,Tinta Epson 003 Yellow,60,0,0.0,32,-32,28,2564100,2024,1,0
2459,631,Toner Laserjet HP CF 510A Black,7,0,0.0,1,-1,6,4950000,2024,1,0
2460,632,Toner Laserjet HP CF 511A Cyan,5,0,0.0,0,0,5,3850000,2024,1,0
2461,633,Toner Laserjet HP CF 512A Yellow,6,0,0.0,0,0,6,4620000,2024,0,0
2462,634,Toner Laserjet HP CF 513A Magenta,7,0,0.0,2,-2,5,3850000,2024,1,0
2463,638,Toner Laserjet HP 201A Black,5,0,0.0,0,0,5,4125000,2024,1,0
2464,639,Toner Laserjet HP 201A Cyan,5,0,0.0,0,0,5,4400000,2024,1,0
2465,640,Toner Laserjet HP 201A Magenta,5,0,0.0,0,0,5,4400000,2024,1,0
